ISBN	TITULO	AUTORES	DESCRIPCION	GENEROS	IMAGEN	ANIO	PUBLISHER
2207304132	Un navire de nulle part	Antoine Volodine	NODESCRIPTION	NOGENRE	https://covers.openlibrary.org/b/id/973775-M.jpg	1986	Deno�?«l
2207304116	Annales de Klepsis	R. A. (Raphaël Aloysius) Lafferty	NODESCRIPTION	NOGENRE	https://covers.openlibrary.org/b/id/3091881-M.jpg	1985	Deno�?«l
2207304078	Kosmokrim	Jacques Barberi	NODESCRIPTION	NOGENRE	NOIMAGE	1985	Deno�?«l
2207304027	Bonjour, chaos	Kate Wilhelm	NODESCRIPTION	NOGENRE	NOIMAGE	1985	Deno�?«l
2207304019	Démon	John Varley	NODESCRIPTION	NOGENRE	https://covers.openlibrary.org/b/id/3091879-M.jpg	1985	Deno�?«l
2207304000	Démon	John Varley	NODESCRIPTION	NOGENRE	https://covers.openlibrary.org/b/id/3091878-M.jpg	1985	Deno�?«l
2207303993	Le trône de folie	Somtow Sucharitkul	NODESCRIPTION	NOGENRE	NOIMAGE	1985	Deno�?«l
2207303888	Janus	Elisabeth Vonarburg	NODESCRIPTION	NOGENRE	NOIMAGE	1984	Denöel
2207301656	Le péril vient de la mer	John Wyndham	NODESCRIPTION	NOGENRE	https://covers.openlibrary.org/b/id/3091846-M.jpg	1984	Deno�?«l
2207250660	Les machines à bonheur	Ray Bradbury	NODESCRIPTION	NOGENRE	https://covers.openlibrary.org/b/id/3091707-M.jpg	2000	Deno�?«l
2742743537	La treizième cible	Arnauld Pontier	NODESCRIPTION	NOGENRE	https://covers.openlibrary.org/b/id/2169577-M.jpg	2003	Actes Sud
3442439019	Die Hornisse	Patricia Daniels Cornwell	NODESCRIPTION	NOGENRE	https://covers.openlibrary.org/b/id/1006671-M.jpg	2003	Distribooks Inc
187963905X	Reclaiming youth at risk	Larry K. Brendtro	NODESCRIPTION	Child development|Cross-cultural studies|Education|Indian youth|Problem children|Problem youth|Psychology|Social work with youth|Youth	NOIMAGE	1990	National Educational Service
842060156X	El agente confidencial/ The confidential agent	Graham Greene	NODESCRIPTION	NOGENRE	https://covers.openlibrary.org/b/id/4902820-M.jpg	1986	Alianza
1567181449	Charting your career	Stephanie Jean Clement	NODESCRIPTION	Astrology and vocational guidance	https://covers.openlibrary.org/b/id/808913-M.jpg	1999	Llewellyn Publications
3442089832	Der Kuss Kunst Und Lebeb Der Camille Cla	Anne Delbee	NODESCRIPTION	NOGENRE	NOIMAGE	0	Goldmann Verlag
1414034563	WHEN IN DOUBT...BLAME A JEW!	ARNOLD P. ABBOTT	In recalling that Christianity, in the form of Catholicism, was a Jewish sect, begun by Jews who believed that, this time, a true Messiah had been sent to them, as opposed to the stores of false Messiahs who had announced themselves through the years, then we may have a clearer picture of the rationale for the belief in the Immaculate Conception.	NOGENRE	https://covers.openlibrary.org/b/id/1782187-M.jpg	2004	Authorhouse
1858285283	Jazz	Ian Carr	NODESCRIPTION	Bio-bibliography|Biography|Dictionaries|Discography|Jazz|Jazz musicians|Protected DAISY	https://covers.openlibrary.org/b/id/7345260-M.jpg	2000	Rough Guides Limited
1592400388	Almost French	Sarah Turnbull	NODESCRIPTION	Accessible book|Australians|Biography & Autobiography|French National characteristics|Homes and haunts|Nonfiction|OverDrive|Protected DAISY|Social life and customs|Travel	https://covers.openlibrary.org/b/id/867876-M.jpg	2003	Gotham
1551660504	Skin deep.	Nora Roberts	NODESCRIPTION	1980s|Contemporary Fiction|Romance Fiction|The O'Hurleys!	NOIMAGE	1995	Mira
031228361X	Liberty	Stephen Coonts	NODESCRIPTION	Fiction|Illegal arms transfers|Jake Grafton (Fictitious character)|Terrorism|Nuclear terrorism|Prevention|Tommy Carmellini (Fictitious character)|Protected DAISY	https://covers.openlibrary.org/b/id/178240-M.jpg	2003	St. Martin's Press
044022473X	Breach of promise	Perri O'Shaughnessy	NODESCRIPTION	Fiction|Large type books|Nina Reilly (Fictitious character)|OverDrive|Palimony|Suspense|Women lawyers|Accessible book|Protected DAISY|In library|Detective and mystery stories|Suspense fiction|Legal stories	https://covers.openlibrary.org/b/id/7004150-M.jpg	1999	Island
8838912343	I delitti di via Medina-Sidonia	Santo Piazzese	NODESCRIPTION	NOGENRE	NOIMAGE	1999	Sellerio
006054564X	My Invented Country	Isabel Allende	"I was born in the years of the smoke and carnage of the Second Word War, and the greatest part of my youth was spent waiting for the planet to blow apart when someone distractedly pressed a button deploying atomic bombs."	Authors, Chilean|Biography|Chilean Authors|History|September 11 Terrorist Attacks, 2001	https://covers.openlibrary.org/b/id/28797-M.jpg	2003	HarperCollins
038550084X	Fraud	David Rakoff	NODESCRIPTION	OverDrive|Humor (Nonfiction)|Nonfiction|Essays|Accessible book|Protected DAISY	https://covers.openlibrary.org/b/id/6634623-M.jpg	2001	Doubleday
1853260207	Jane Eyre	Charlotte Brontë	NODESCRIPTION	Fiction|Governesses|England in fiction|Governesses in fiction|Orphans|Orphans in fiction|Mentally ill women|Mentally ill women in fiction|Charity-schools|Charity-schools in fiction|Country homes|Country homes in fiction|Fathers and daughters|Fathers and daughters in fiction|Married people in fiction|Young women in fiction|Young women|Married people|Social life and customs|Man-woman relationships|Man-woman relationships in fiction|Upper class in fiction|Upper class|Literature|Married men in fiction|Juvenile fiction|Married men|Love stories|Accessible book|OverDrive|Classic Literature|English fiction|Protected DAISY|In library|Manners and customs in fiction|Gothic fiction|Vietnamese language books|Large type books|Detente|University of Chicago. Center for the Study of American Foreign Policy|American Academy of Political and Social Science|Americans for Democratic Action|Carnegie Endowment for International Peace|Rockefeller Foundation|New York times|American Jewish Congress|Council on Foreign Relations|International relations|Correspondence|Commentary (New York, N.Y.)|University of Chicago. Center for the Study of American Foreign and Military Policy|Vietnam War, 1961-1975|University of Chicago|Academic Committee on Soviet Jewry|New republic (New York, N.Y.)|Political science|Faculty|New York review of books|New leader (New York, N.Y. : 1935)|New School for Social Research (New York, N.Y.)|Foreign relations|New School for Social Research (New York, N.Y. : 1919-1997)|Popular Print Disabled Books	NOIMAGE	1997	NTC/Contemporary Publishing Company
076070015X	The age of innocence	Edith Wharton	NODESCRIPTION	Fiction|Triangles (Interpersonal relations)|Upper class|Married people|Separated people|Social life and customs|Marriage|Man-woman relationships|Separated women|Upper classes|Social norms|New York (N.Y.)|Nobility|Love stories|Accessible book|OverDrive|Classic Literature|Literature|Drama|Romance|Pulitzer Prize Winner|award:pulitzer_prize=1921|award:pulitzer_prize=fiction|Protected DAISY|In library|Large type books|Manners and customs	NOIMAGE	1996	Barnes &amp; Noble Books
188090845X	Out of the Past	Mary Ann McDonald	NODESCRIPTION	Amish|Pictorial works|Social life and customs|Protected DAISY|Accessible book|In library	https://covers.openlibrary.org/b/id/4836276-M.jpg	1998	"Todtri Productions, Ltd."
080482052X	Blue and White Japan.	Amy Sylvester Katoh	Living with blue and white means the focus is on simplicity.|Living with blue and white means the focus is on simplicity.	Interior decoration|White in interior decoration|Blue in interior decoration|Social life and customs	NOIMAGE	1996	Tuttle Publishing
8403093004	Memorias de un homo erectus	Rodríguez, Miguel Angel	NODESCRIPTION	NOGENRE	NOIMAGE	2002	Santillana Ediciones Generales
2253030589	Mrs. Dalloway	Virginia Woolf	NODESCRIPTION	Fiction|Married women|Married women in fiction|Regret|Suicide victims in fiction|Middle-aged women|First loves|Parties in fiction|Suicide victims|First loves in fiction|Triangles (Interpersonal relations)|Parties|Regret in fiction|Middle-aged women in fiction|OverDrive|Classic Literature|Literature|Protected DAISY|Accessible book|In library	NOIMAGE	2003	LGF
2013218923	Le Crime de l'Orient-Express	Agatha Christie	NODESCRIPTION	Accessible book|Detective and mystery stories|Fiction|Fiction in English|Hercule Poirot (Fictitious character)|Juvenile fiction|Murder|Mystery|Orient Express (Express train)|OverDrive|Private investigators|Private investigators in fiction|Protected DAISY|Railroad|Railroad stories|Trains|In library	https://covers.openlibrary.org/b/id/963030-M.jpg	2001	Hachette Jeunesse
2290333697	Le Mystère de la chambre jaune	Gaston Leroux	NODESCRIPTION	Policier|Rouletabille	https://covers.openlibrary.org/b/id/2156343-M.jpg	2003	J'ai lu
8484501965	Fahrenheit 451	Ray Bradbury	NODESCRIPTION	fiction|book burning|censorship|state-sponsored terrorism|totalitarianism|Romans, nouvelles|science fiction|American Science fiction|Drama|Totalitarisme|Terrorisme d'État|Autodafé de livres|Censure|Accessible book|Protected DAISY|biblioclasm|In library|Large type books|Book burning in literature|History and criticism	NOIMAGE	2002	Aims Intl Books Corp
958949479X	Conde de Montecristo	Alexandre Dumas	NODESCRIPTION	NOGENRE	https://covers.openlibrary.org/b/id/2293305-M.jpg	2001	Yo Yo Books
8401328942	El último catón	Matilde Asensi	NODESCRIPTION	Ficción|Fiction|Novela de suspense|Paleographers|Paleógrafos|Relics|Reliquias	https://covers.openlibrary.org/b/id/4901557-M.jpg	2001	"Plaza &amp; Janes Editores, S.A."
8484602508	Diario de Un Skin	Antonio Salas	NODESCRIPTION	NOGENRE	NOIMAGE	2003	Temas de Hoy
848403030X	Don Quijote de la Mancha	Miguel de Cervantes Saavedra	NODESCRIPTION	Fiction|Knights and knighthood|Don Quixote (Fictitious character)|Social life and customs|Ficción|Quotations|Literatura picaresca|Caballeros y caballería|Relatos de aventura|Vida social y costumbres|Spanish Proverbs|Real Academia Española,|History and criticism|España|Readers|Spanish fiction|Illustrations|Chivalry|Textbooks for foreign speakers|Translations into English|Criticism and interpretation|Spanish language|Dulcinea|Early works to 1800|Dictionaries|Characters|Dulcinea (Fictitious character)|Biography|Accessible book|Protected DAISY|Spanish Adventure fiction|Squires|Quests|History|Spanish literature|In library|Popular Print Disabled Books	https://covers.openlibrary.org/b/id/1048366-M.jpg	2000	Independent Publishers Group
9500286327	Los Tres Mosqueteros	Alexandre Dumas	NODESCRIPTION	Adventure and adventurers|Espadachines|Ficción|Fiction|Historia|History|Readers|Relatos de aventura|Spanish language|Spanish language books|Swordsmen	https://covers.openlibrary.org/b/id/3344264-M.jpg	2001	El Ateneo
1564963179	Type	Allan Haley	NODESCRIPTION	Type and type-founding|Alphabets|Printing|Specimens|Typographers	https://covers.openlibrary.org/b/id/801810-M.jpg	1998	F &amp; W Pubns
156496518X	Web Site Graphics: Navigation	Jeff Carlson	Many Web sites direct visitors the way cities direct cars: via a series of icons and symbols.	NOGENRE	https://covers.openlibrary.org/b/id/801884-M.jpg	1999	Rockport Publishers
1566091888	A blip in the continuum	Williams, Robin	NODESCRIPTION	Type and type-founding|Graphic design (Typography)|Printing|Computer graphics|Computer fonts	NOIMAGE	1995	Peachpit Press
1573441244	Erotic fairy tales	Mitzi Szereto	NODESCRIPTION	Adaptations|American Erotic stories|Erotic stories, American|Fairy tales	https://covers.openlibrary.org/b/id/824862-M.jpg	2001	Cleis Press
1570716439	Zen meditations on being a mother	Roni Jay	NODESCRIPTION	Meditations|Motherhood|Child rearing|Parenting	https://covers.openlibrary.org/b/id/818062-M.jpg	2000	Sourcebooks
076151340X	Smoothies for life	Daniella Chace	NODESCRIPTION	Smoothies (Beverages)|Fruit drinks|Accessible book|Protected DAISY|In library	https://covers.openlibrary.org/b/id/6617501-M.jpg	1998	Prima Lifestyles
1562829254	The ultimate Disney trivia book	Kevin F. Neary	NODESCRIPTION	Miscellanea|Walt Disney Company	https://covers.openlibrary.org/b/id/795962-M.jpg	1993	Disney Editions
8434861836	Pero Que Chicas Tan Malas!	Cynthia Voigt	NODESCRIPTION	NOGENRE	NOIMAGE	1998	Ediciones SM
006440174X	Good Night, Mr. Tom	Michelle Magorian	"Yes said Tom bluntly, on opening the front door."	Child abuse|Country life|Fiction|World War, 1939-1945|Juvenile fiction|Accessible book|Protected DAISY|Historical Fiction	https://covers.openlibrary.org/b/id/49990-M.jpg	1986	HarperTrophy
8806143581	Una particolare forma di anestesia chiamata morte	Matteo Galiazzo	NODESCRIPTION	NOGENRE	NOIMAGE	1997	Einaudi
880639990X	Paesi tuoi	Cesare Pavese	NODESCRIPTION	NOGENRE	NOIMAGE	0	Einaudi Italian
8495501651	Circulo Magico, El - Bolsillo	Katherine Neville	NODESCRIPTION	NOGENRE	NOIMAGE	2000	Suma de Letras
1842124196	Ivan the Terrible	Henri Troyat	NODESCRIPTION	Kings and rulers|Biography|History|Protected DAISY	https://covers.openlibrary.org/b/id/889152-M.jpg	2001	Phoenix Press
8466301062	El último judío	Noah Gordon	NODESCRIPTION	NOGENRE	https://covers.openlibrary.org/b/id/2270874-M.jpg	2000	Punto de Lectura
8472226107	Te deix, amor, la mar com a penyora	Carme Riera	NODESCRIPTION	NOGENRE	https://covers.openlibrary.org/b/id/4444035-M.jpg	1975	Editorial Laia
8432052906	Listo el que lo lea.	Alvaro de Laiglesia	NODESCRIPTION	NOGENRE	https://covers.openlibrary.org/b/id/4478460-M.jpg	1973	Planeta
8420634018	El árbol de la ciencia	Pío Baroja	NODESCRIPTION	NOGENRE	NOIMAGE	1967	Alianza Editorial
847166464X	El retrato de Dorian Gray	Oscar Wilde	NODESCRIPTION	Fiction|Portraits|Conduct of life|Appearance (Philosophy)|Youthfulness|Ficción|History|Supernatural|Retratos|Future life|Juventud|Conducta (Etica)|Soul|Conducta (Ética)|Translations into Yiddish|Aspecto (Filosofía)|Novela didáctica|Accessible book|OverDrive|Classic Literature|Protected DAISY|In library|Paranormal fiction|Popular Print Disabled Books	https://covers.openlibrary.org/b/id/5006621-M.jpg	2001	"Editorial Edaf, S.A."
1559723475	The Titanic conspiracy	Robin Gardiner	NODESCRIPTION	Shipwrecks|Titanic (Steamship)	https://covers.openlibrary.org/b/id/788147-M.jpg	1996	Carol Publishing Corporation
055325555X	When gravity fails	George Alec Effinger	NODESCRIPTION	Artificial Implants|Fiction|Psychopaths|Revenge|Serial murderers|Virtual reality|Protected DAISY|In library	https://covers.openlibrary.org/b/id/6992030-M.jpg	1988	Spectra Books
084311861X	Should I Have Baby Te	Joy Grdnic	NODESCRIPTION	NOGENRE	NOIMAGE	1988	Putnam Pub Group
031219904X	Jack London	Alex Kershaw	DURING HIS PREVIOUS VISIT to Hawaii, at the height of his fame, Jack had learned to surf, to ride the waves that batter the island's golden shores.|DURING HIS PREVIOUS VISIT to Hawaii, at the height of his fame, Jack had learned to surf, to ride the waves that batter the island's golden shores.	American Authors|Authors, American|Biography|Protected DAISY|In library	https://covers.openlibrary.org/b/id/175401-M.jpg	1999	St. Martin's Press
1570612676	Portland	Kim Carlson	NODESCRIPTION	Accessible book|Protected DAISY|Guidebooks	https://covers.openlibrary.org/b/id/6552743-M.jpg	2001	Sasquatch Books
3293202047	Nana Plaza.	Christopher G. Moore	NODESCRIPTION	NOGENRE	https://covers.openlibrary.org/b/id/3178208-M.jpg	2001	Unionsverlag
044023655X	Kiss of the Highlander	Karen Marie Moning	NODESCRIPTION	Fiction|Immortalism|Time travel in fiction|Time travel|Immortalism in fiction|OverDrive|Romance|Protected DAISY	https://covers.openlibrary.org/b/id/281477-M.jpg	2001	Dell Publishing Company
084233193X	A New Graft on the Family Tree (Grace Livingston Hill Library)	Isabella Macdonald Alden	NODESCRIPTION	NOGENRE	https://covers.openlibrary.org/b/id/638813-M.jpg	1997	Tyndale House Pub
2277302686	Le Peuple du Tapis	Terry Pratchett	NODESCRIPTION	NOGENRE	https://covers.openlibrary.org/b/id/981473-M.jpg	1999	J'ai lu
2070334430	Contes de ma mère l'oye	Charles Perrault	NODESCRIPTION	Fairy tales	NOIMAGE	0	FOLIO
2290045802	Les Chiennes Savantes	Virginie Despentes	NODESCRIPTION	NOGENRE	https://covers.openlibrary.org/b/id/3111133-M.jpg	1997	J'ai lu
2070403734	Les Confessions	Jean-Jacques Rousseau	NODESCRIPTION	French Authors|Biography|Correspondence|Critique et interprétation|Childhood and youth|Jacques, 1712-1778. Les confessions|Jean Rousseau|Rousseau, Jean Jacques, 1712-1778|Accessible book	https://covers.openlibrary.org/b/id/968377-M.jpg	1997	Gallimard
220730521X	L'Oeil de la Sibylle	Philip K. Dick	NODESCRIPTION	NOGENRE	https://covers.openlibrary.org/b/id/973799-M.jpg	1991	Deno�?«l
2207306038	Le faiseur de veuves. Renaissance	Mike Resnick	NODESCRIPTION	NOGENRE	https://covers.openlibrary.org/b/id/3091905-M.jpg	1998	Deno�?«l
2207248526	Contes de la fée verte	Poppy Z. Brite	NODESCRIPTION	NOGENRE	https://covers.openlibrary.org/b/id/2144566-M.jpg	1999	Deno�?«l
2207306046	Le Faiseur de veuves.	Mike Resnick	NODESCRIPTION	NOGENRE	https://covers.openlibrary.org/b/id/3091906-M.jpg	1999	Deno�?«l
2207304884	Le nouveau soleil de Teur	Gene Wolfe	NODESCRIPTION	NOGENRE	https://covers.openlibrary.org/b/id/7255645-M.jpg	1989	Deno�?«l
2207304892	Le nouveau soleil de Teur	Gene Wolfe	NODESCRIPTION	NOGENRE	https://covers.openlibrary.org/b/id/7255654-M.jpg	1989	Deno�?«l
2207303454	La Griffe du demi-dieu	Gene Wolfe	NODESCRIPTION	NOGENRE	https://covers.openlibrary.org/b/id/3091866-M.jpg	1982	Deno�?«l
2070326977	Théorie de l'art moderne	Paul Klee	NODESCRIPTION	Modernisme (Art)	https://covers.openlibrary.org/b/id/966877-M.jpg	1998	Gallimard
2910932915	Ou s embrasser en France	Soufflard	NODESCRIPTION	NOGENRE	https://covers.openlibrary.org/b/id/3161546-M.jpg	2001	Dakota
2844850235	De la bêtise	Robert Musil	NODESCRIPTION	NOGENRE	https://covers.openlibrary.org/b/id/989172-M.jpg	2000	Allia
2846400539	Let's go Espagne - Côte méditerranéenne 2003	Collectif	NODESCRIPTION	NOGENRE	https://covers.openlibrary.org/b/id/3143816-M.jpg	2003	Dakota Editions
2846400520	Let's go Espagne 2003	Collectif	NODESCRIPTION	NOGENRE	https://covers.openlibrary.org/b/id/3143815-M.jpg	2003	Dakota Editions
039453896X	Psychotic reactions and carburetor dung	Lester Bangs	NODESCRIPTION	History and criticism|Rock music	NOIMAGE	1987	Horizon Book Promotions
067102096X	Lethal seduction	Jackie Collins	NODESCRIPTION	Women journalists|Mafia|Fiction|Protected DAISY|Accessible book	https://covers.openlibrary.org/b/id/6947840-M.jpg	2001	Pocket
074320218X	Change me into Zeus's daughter	Barbara Robinette Moss	This narrative is a true account of events, according to my memory.|This narrative is a true account of events, according to my memory.	Adult children of alcoholics|Biography|Accessible book|Protected DAISY	https://covers.openlibrary.org/b/id/471223-M.jpg	2000	Scribner
027522600X	Living with cancer	Ernest H. Rosenbaum	NODESCRIPTION	Cancer|Neoplasms|Popular works|Psychological aspects|Psychological aspects of Cancer|Popular Works|Accessible book|Protected DAISY|In library	NOIMAGE	1975	Praeger
039913087X	On the road with Charles Kuralt	Charles Kuralt	It's not quite sunup yet in Lincoln, Missouri, but there's already a light in the window of Calamity Jane's Antique Shop, and the old store is full of people.	Social life and customs|Civilization|Description and travel|Large type books|Accessible book|Protected DAISY|In library	https://covers.openlibrary.org/b/id/4211814-M.jpg	1985	Putnam Pub Group
